Company,Model,Fuel,SeatsBand,EngineBand,peer_id,hp,tq,vmax,acc_sec,cc,price,log_price,z_hp,z_tq,z_vmax,z_acc,z_eff,z_price,perf,price_index,VFM_ratio,VFM_diff,price_pred,price_resid,overpriced_pct
Mazda,929,Petrol,4–5,mid,Petrol | 4–5 | mid,205,270,220,8,3000,27500,10.22194128,0.02666666667,-0.1451027811,0.1666666667,-0.1732283465,-1.111111111,-0.2186402865,-0.07655511441,0.8036107358,-0.09526392692,0.1420851721,10.30979317,-0.08785188734,-8.410347745
Volkswagen,Caddy Maxi,Diesel,6–7,mid,Diesel | 6–7 | mid,136,250,180,12,2000,25000,10.1266311,-0.3915343915,-0.7142857143,0,-0.5,0.5,-0.5257528973,-0.3548941799,0.5911101516,-0.6003858654,0.1708587174,10.21353997,-0.08690886955,-8.323936337
Nissan,Stanza Wagon,Petrol,6–7,mid,Petrol | 6–7 | mid,138,205,160,12,2400,22000,9.998797732,-0.4845070423,-0.2722689076,-1.212121212,-0.9174311927,0.094,-1.054050289,-0.6452417273,0.3485232665,-1.851359118,0.4088085619,10.08482202,-0.08602428971,-8.242805661
Ford,Edge,Petrol,4–5,mid,Petrol | 4–5 | mid,335,475,200,6.5,2700,45000,10.71441777,0.8933333333,0.84643289,-0.1666666667,0.2992125984,-0.7777777778,0.4918530963,0.4695735421,1.635343864,0.2871405535,-0.02227955421,10.80033154,-0.08591377604,-8.232664676
Jeep,Grand Cherokee L,Petrol,6–7,large,Petrol | 6–7 | large,293,352,209,7.2,3600,43530,10.68120563,-0.1559633028,-0.495,0.2,-0.25,0.35,-0.4899470678,-0.146087156,0.6126588227,-0.2384478123,0.3438599118,10.76691371,-0.08570807968,-8.213786528
Ford,Escape (Kuga),Petrol,4–5,mid,Petrol | 4–5 | mid,181,200,190,7.5,1500,25000,10.1266311,-0.1333333333,-0.4836759371,-0.3333333333,-0.0157480315,0.5555555556,-0.3561438102,-0.1854403493,0.7003718924,-0.2647741169,0.1707034609,10.21199133,-0.08536022978,-8.181853149
MERCEDES,BENZ E-CLASS E 350,Petrol,4–5,mid,Petrol | 4–5 | mid,255,500,250,5.7,1991,49000,10.79957558,0.36,0.9673518742,0.6666666667,0.5511811024,0.01,0.6147098441,0.5635399287,1.849119989,0.304761147,-0.05116991546,10.88473312,-0.08515754211,-8.163240856
Tata Motors,Indigo LX,Diesel,4–5,small,Diesel | 4–5 | small,70,140,150,17,1400,7000,8.853665428,-0.2,0,-0.6666666667,-1.066666667,0,-0.9269839247,-0.4166666667,0.3957455104,-1.052865176,0.510317258,8.93873861,-0.08507318177,-8.15549315
Mitsubishi,Pajero,Diesel,6–7,large,Diesel | 6–7 | large,189,441,180,10.5,3200,42668,10.6612045,-0.75,-0.237074401,0.25,-0.6774193548,0.7463636364,-0.550589452,-0.3580805694,0.5766098264,-0.6210101753,0.1925088827,10.74615726,-0.08495275789,-8.144432212
Cadillac,CT5,Petrol,4–5,mid,Petrol | 4–5 | mid,237,350,240,6.6,2000,38195,10.5504599,0.24,0.2418379686,0.5,0.2677165354,0,0.2553118864,0.2859109008,1.290864161,0.2214879841,0.03059901444,10.63536387,-0.08490397623,-8.139951235
Peugeot,3008 Allure,Petrol,4–5,small,Petrol | 4–5 | small,180,250,210,8,1499,30000,10.30895266,1.576923077,0.8298755187,0.75,0.6589595376,-0.7475,0.7250476227,0.9623150882,2.06482943,0.4660506451,0.2372674654,10.39205078,-0.08309812182,-7.973915488
Ford,Expedition King Ranch,Petrol,6–7,large,Petrol | 6–7 | large,440,691,210,6.8,3500,79560,11.28426673,1.19266055,1.2,0.25,0.25,0.4,0.7733693428,0.7774311927,2.16705552,0.3587500115,0.004061849899,11.36645677,-0.0821900325,-7.890309628
Nissan,Pulsar,Petrol,4–5,small,Petrol | 4–5 | small,115,190,190,10.7,1200,19000,9.852194258,0.3269230769,0.3319502075,0.25,0.03468208092,0,0.1267144408,0.2377495346,1.135092835,0.2094538237,0.1110350938,9.934060507,-0.08186624909,-7.86048121
Nissan,X-Trail GT,Petrol,4–5,mid,Petrol | 4–5 | mid,280,310,215,6.4,2000,38000,10.54534144,0.5266666667,0.04836759371,0.08333333333,0.3307086614,0,0.2479275134,0.276815251,1.281367047,0.2160311924,0.02888773758,10.62719407,-0.08185262736,-7.859226102
FERRARI,PORTOFINO,Petrol,4–5,large,Petrol | 4–5 | large,592,760,320,3.2,3900,210000,12.25486281,0.2876190476,0.2586713698,0.9150326797,0.7070707071,0.03547042653,0.4792423837,0.4785951393,1.614850502,0.2963711742,-0.0006472444162,12.33636822,-0.08150541075,-7.82722774
Nissan,Ariya E-4ORCE,Electric,4–5,EV,Electric | 4–5 | EV,389,600,200,5.1,87,60000,11.00209984,0.1952191235,0.4237288136,0,0.0350877193,0,0.03100473654,0.1600899998,1.03149039,0.1552026092,0.1290852633,11.08253726,-0.0804374201,-7.728735496
Ford,Bronco (2024),Petrol,4–5,mid,Petrol | 4–5 | mid,310,542,200,6.7,2700,45000,10.71441777,0.7266666667,1.170495768,-0.1666666667,0.2362204724,-0.7777777778,0.4918530963,0.4634543592,1.635343864,0.2833987209,-0.02839873716,10.79483523,-0.080417463,-7.726894011
Ford,Transit Chassis Cab,Diesel,2,mid,Diesel | 2 | mid,170,405,160,11.52,2000,37000,10.51867319,0.5,0.5714285714,0,0.3266666667,0,0,0.3546190476,1,0.3546190476,0.3546190476,10.59904316,-0.08036996457,-7.722511078
Kia,Carnival EX,Petrol,8+,large,Petrol | 8+ | large,290,355,220,8,3500,42500,10.65725935,-1.444444444,-1.588377724,0.5636363636,-0.7,1.333333333,-1.036779514,-0.783837161,0.3545948128,-2.210515023,0.2529423528,10.73746395,-0.0802045907,-7.707249532
Volkswagen,Taos,Petrol,4–5,mid,Petrol | 4–5 | mid,158,250,193,8.4,1500,24000,10.08580911,-0.2866666667,-0.2418379686,-0.2833333333,-0.2992125984,0.5555555556,-0.4150374993,-0.2374323356,0.6603155189,-0.3595740655,0.1776051637,10.1652916,-0.07948248767,-7.640580588
Volkswagen,Polo GTI R5,Petrol,4–5,mid,Petrol | 4–5 | mid,272,400,200,4.1,1600,45000,10.71441777,0.4733333333,0.4836759371,-0.1666666667,1.05511811,0.4444444444,0.4918530963,0.462314365,1.635343864,0.2827016234,-0.0295387313,10.79381128,-0.07939350854,-7.632362163
Mitsubishi,Triton (L200),Diesel,4–5,mid,Diesel | 4–5 | mid,181,430,177,10.5,2400,30000,10.30895266,0.1747572816,0.5517241379,-0.06,-0.3496503497,-0.7920792079,-0.1715699205,0.0499758458,0.842341369,0.05932968229,0.2215457663,10.38821028,-0.07925761808,-7.619809428
Mazda,Verisa,Petrol,4–5,mid,Petrol | 4–5 | mid,113,140,170,11,1500,16000,9.680344001,-0.5866666667,-0.7738814994,-0.6666666667,-1.118110236,0.5555555556,-1,-0.689287236,0.3678794412,-1.873676968,0.310712764,9.75943088,-0.07908687893,-7.604035167
Kia,Rio S,Petrol,4–5,mid,Petrol | 4–5 | mid,120,151,180,10.3,1600,17500,9.76995616,-0.54,-0.7206771463,-0.5,-0.8976377953,0.4444444444,-0.8707169831,-0.5904407661,0.4186512757,-1.410340301,0.280276217,9.848215796,-0.07825963571,-7.527569608
Porsche,Panamera Turbo Executive,Petrol,4–5,large,Petrol | 4–5 | large,550,770,306,3.8,4000,175200,12.07368346,0.1276190476,0.2821869489,0.7320261438,0.4646464646,0,0.3645976784,0.3404385781,1.439934575,0.2364264211,-0.02415910029,12.15145747,-0.07777400844,-7.482651568
Porsche,Macan GTS,Petrol,4–5,mid,Petrol | 4–5 | mid,434,550,272,4.3,2900,82900,11.32539034,1.553333333,1.209189843,1.033333333,0.9921259843,-1,1.373300197,1.140596499,3.948359581,0.2888785774,-0.2327036979,11.40305126,-0.07766092179,-7.472188499
Ford,EcoSport,Petrol,4–5,small,Petrol | 4–5 | small,123,170,180,9,1000,20000,9.903487553,0.4807692308,0.1659751037,0,0.4277456647,0.5,0.193906374,0.3120133845,1.213982617,0.2570163526,0.1181070105,9.981001907,-0.0775143541,-7.458625918
Porsche,911 GT3,Petrol,2,large,Petrol | 2 | large,502,469,318,3.4,4000,161100,11.98978057,-0.5774058577,-1.143631436,-0.1842105263,-0.5,0.4819855885,-0.3670902458,-0.5435611633,0.6927471247,-0.7846458598,-0.1764709175,12.06702203,-0.0772414595,-7.433368431
Nissan,Qashqai,Petrol,4–5,small,Petrol | 4–5 | small,156,260,195,8.9,1300,26000,10.16585182,1.115384615,0.9128630705,0.375,0.450867052,-0.25,0.5375918854,0.7256306399,1.711879493,0.4238795096,0.1880387545,10.24244503,-0.07659321195,-7.373342885
BMW,I8 ROADSTER,Electric,2,EV,Electric | 2 | EV,364.88,564.4,245.8,4.584,11.2,160600,11.98667208,2.59483871,2.12,20.16,4.68,0,19.10489937,6.300193548,198222238,3.18E-08,-12.80470583,12.06261335,-0.07594127331,-7.3129363
Mazda,Capella,Petrol,4–5,mid,Petrol | 4–5 | mid,110,145,175,11.2,1600,16000,9.680344001,-0.6066666667,-0.7496977025,-0.5833333333,-1.181102362,0.4444444444,-1,-0.6929377907,0.3678794412,-1.883600205,0.3070622093,9.756151914,-0.07580791315,-7.300574714
Kia,K5 EX,Petrol,4–5,mid,Petrol | 4–5 | mid,180,264,220,7.8,1600,28500,10.25765937,-0.14,-0.1741233374,0.1666666667,-0.1102362205,0.4444444444,-0.1671099858,-0.05031635601,0.8461065465,-0.05946810862,0.1167936298,10.33336109,-0.07570172728,-7.290730822
Cadillac,XT6,Petrol,6–7,large,Petrol | 6–7 | large,310,366,210,6.9,3600,48595,10.79127592,0,-0.425,0.25,0.125,0.35,-0.2593674412,0.0075,0.7715394756,0.009720824711,0.2668674412,10.86662165,-0.07534573032,-7.257720728
Volkswagen,Golf R Cabriolet,Petrol,4–5,mid,Petrol | 4–5 | mid,265,380,250,5.9,2000,45000,10.71441777,0.4266666667,0.3869407497,0.6666666667,0.4881889764,0,0.4918530963,0.4576926119,1.635343864,0.2798754574,-0.03416048445,10.78965997,-0.07524220235,-7.248118812
Nissan,Rasheen,Petrol,4–5,mid,Petrol | 4–5 | mid,105,135,165,12.8,1500,14000,9.546812609,-0.64,-0.7980652963,-0.75,-1.68503937,0.5555555556,-1.192645078,-0.8428431555,0.3034176384,-2.77783177,0.3498019225,9.621505375,-0.07469276604,-7.197143558
Porsche,Cayenne GTS,Petrol,4–5,large,Petrol | 4–5 | large,453,620,270,4.5,4000,110000,11.60823564,-0.2419047619,-0.07054673721,0.2614379085,0.1818181818,0,0.07007666002,-0.01012479605,1.072590403,-0.009439573596,-0.08020145607,11.68225834,-0.07402269322,-7.134938047
Volkswagen,Bora,Petrol,4–5,mid,Petrol | 4–5 | mid,100,220,200,9.4,1600,20000,9.903487553,-0.6733333333,-0.3869407497,-0.1666666667,-0.6141732283,0.4444444444,-0.6780719051,-0.4470005734,0.5075947403,-0.8806249118,0.2310713317,9.977055251,-0.07356769882,-7.09267535
Chevrolet,Blazer RS,Petrol,4–5,large,Petrol | 4–5 | large,308,366,220,6.6,3600,48900,10.79753268,-0.7942857143,-0.6678424456,-0.3921568627,-0.6666666667,0.1418817061,-0.4429111715,-0.6162391097,0.642164247,-0.9596284947,-0.1733279382,10.87102611,-0.07349343366,-7.085775316
TOYOTA,GR YARIS,Petrol,4–5,mid,Petrol | 4–5 | mid,268,390,230,5.5,1600,45000,10.71441777,0.4466666667,0.4353083434,0.3333333333,0.6141732283,0.4444444444,0.4918530963,0.4551185366,1.635343864,0.2783014305,-0.03673455976,10.78734791,-0.07293014145,-7.033422714
HYUNDAI,Tucson,Petrol,4–5,mid,Petrol | 4–5 | mid,187,400,180,6.1,2500,30500,10.32548196,-0.09333333333,0.4836759371,-0.5,0.4251968504,-0.5555555556,-0.06926266244,0.02133011306,0.9330815624,0.02285985911,0.0905927755,10.39771469,-0.07223272602,-6.968563775
Nissan,X-Trail,Petrol,4–5,mid,Petrol | 4–5 | mid,201,305,200,8,1500,29000,10.27505111,0,0.02418379686,-0.1666666667,-0.1732283465,0.5555555556,-0.1420190049,-0.03536446548,0.8676047676,-0.04076103175,0.1066545394,10.34679104,-0.07173992636,-6.922706616
GMC,Yukon Denali,Petrol,8+,large,Petrol | 8+ | large,420,624,200,6.8,6200,72800,11.19547123,1.444444444,1.016949153,-0.1636363636,0.5,-0.6666666667,0.3264737455,0.74288478,1.386071859,0.5359641171,0.4164110345,11.26689579,-0.07142455494,-6.893348068
FERRARI,PORTOFINO M,Petrol,4–5,large,Petrol | 4–5 | large,612,760,320,3.2,3900,220000,12.30138283,0.3638095238,0.2586713698,0.9150326797,0.7070707071,0.03547042653,0.5086788146,0.505261806,1.663092489,0.3038086031,-0.003417008658,12.37205928,-0.07067645033,-6.823668493
Kia,Stinger Scorpion Edition,Petrol,4–5,mid,Petrol | 4–5 | mid,300,422,270,5,2500,55000,10.91508846,0.66,0.5900846433,1,0.7716535433,-0.5555555556,0.7813597135,0.6755698595,2.18444046,0.3092644875,-0.105789854,10.98535955,-0.07027109064,-6.785890907
Kia,Seltos Nightfall Edition,Petrol,4–5,mid,Petrol | 4–5 | mid,175,264,210,7.5,1600,28000,10.23995979,-0.1733333333,-0.1741233374,0,-0.0157480315,0.4444444444,-0.1926450779,-0.07641871822,0.8247746529,-0.09265405762,0.1162263597,10.30991568,-0.0699558943,-6.75650553
Nissan,100NX,Petrol,4–5,mid,Petrol | 4–5 | mid,110,135,185,9.6,1600,18000,9.798127037,-0.6066666667,-0.7980652963,-0.4166666667,-0.6771653543,0.4444444444,-0.8300749986,-0.5684905746,0.4360165845,-1.30382787,0.261584424,9.867931683,-0.06980464644,-6.742401585
Nissan,Bluebird Sylphy,Petrol,4–5,mid,Petrol | 4–5 | mid,133,191,185,10.5,2000,18500,9.825526011,-0.4533333333,-0.5272067715,-0.4166666667,-0.9606299213,0,-0.7905466344,-0.5395673385,0.4535967759,-1.189530806,0.2509792958,9.893910831,-0.06838482019,-6.609897955
GMC,Sierra 1500 Pro,Petrol,4–5,large,Petrol | 4–5 | large,285,413,180,7.5,4300,37700,10.53741537,-0.8819047619,-0.557319224,-0.9150326797,-1.03030303,-0.1064112796,-0.6075053765,-0.8145182175,0.544708017,-1.49532996,-0.207012841,10.60564646,-0.06823108881,-6.595539862
Nissan,Hardbody SUV,Petrol,4–5,mid,Petrol | 4–5 | mid,158,225,175,11,2500,18500,9.825526011,-0.2866666667,-0.3627569528,-0.5833333333,-1.118110236,-0.5555555556,-0.7905466344,-0.5409512156,0.4535967759,-1.192581703,0.2495954188,9.892667819,-0.0671418076,-6.493740705
Mazda,626,Petrol,4–5,mid,Petrol | 4–5 | mid,140,180,190,9.5,2000,20000,9.903487553,-0.4066666667,-0.5804111245,-0.3333333333,-0.6456692913,0,-0.6780719051,-0.4542160832,0.5075947403,-0.8948400114,0.2238558219,9.970574206,-0.06708665375,-6.488583332
Peugeot,3008 PSE,Hybrid,4–5,mid,Hybrid | 4–5 | mid,300,400,235,6,1598,50000,10.81977828,0.3271604938,0.1568627451,0.564516129,0.75,0.2239467849,0.3884905719,0.4199792869,1.474753079,0.2847793931,0.031488715,10.88651159,-0.06673330504,-6.455535355
Volkswagen,Golf,Petrol,4–5,mid,Petrol | 4–5 | mid,110,250,210,8.5,1500,23000,10.04324949,-0.6066666667,-0.2418379686,0,-0.3307086614,0.5555555556,-0.4764380439,-0.2990648816,0.6209914011,-0.4815926291,0.1773731624,10.10993261,-0.06668311571,-6.450840304
Nissan,Navara,Diesel,4–5,mid,Diesel | 4–5 | mid,190,450,180,10.2,2300,32000,10.37349118,0.2912621359,0.6896551724,0,-0.2657342657,-0.5940594059,-0.01839832234,0.1570229586,0.9817698936,0.1599386574,0.1754212809,10.44014938,-0.06665819492,-6.448508955
Volkswagen,Tiguan Allspace,Petrol,6–7,mid,Petrol | 6–7 | mid,207,320,215,7.6,2000,35000,10.46310334,0.2929577465,0.5008403361,1.01010101,0.6972477064,0.894,0.2001896533,0.5888730218,1.221634423,0.482037024,0.3886833685,10.52971798,-0.06661464178,-6.444434406
Mazda,Mazda3 Hatchback,Petrol,4–5,mid,Petrol | 4–5 | mid,186,252,210,8.3,2500,26000,10.16585182,-0.1,-0.2321644498,0,-0.2677165354,-0.5555555556,-0.2995602819,-0.1627539748,0.7411440435,-0.2195983038,0.136806307,10.23236847,-0.06651665139,-6.43526641
GMC,Canyon AT4,Petrol,4–5,mid,Petrol | 4–5 | mid,310,583,190,7.5,2700,43900,10.6896696,0.7266666667,1.368802902,-0.3333333333,-0.0157480315,-0.7777777778,0.4561490346,0.4193887519,1.577985502,0.2657747815,-0.03676028276,10.75525505,-0.06558545121,-6.348098335
Peugeot,3008,Petrol,4–5,mid,Petrol | 4–5 | mid,180,400,210,7.5,1598,32000,10.37349118,-0.14,0.4836759371,0,-0.0157480315,0.4466666667,0,0.06691891446,1,0.06691891446,0.06691891446,10.43866302,-0.06517183693,-6.309354559
MARUTI SUZUKI,DZIRE,Diesel,4–5,small,Diesel | 4–5 | small,83,113.32,160,12.2,1200,11400,9.341368634,0.32,-0.2052307692,-0.3333333333,0,0.6756756757,-0.4963461797,0.03807096327,0.6087508674,0.06253948095,0.534417143,9.405721957,-0.06435332221,-6.232635992
Porsche,Cayenne GTS Coupe,Petrol,4–5,large,Petrol | 4–5 | large,453,620,270,4.5,4000,111200,11.61908566,-0.2419047619,-0.07054673721,0.2614379085,0.1818181818,0,0.07694221548,-0.01012479605,1.079979668,-0.009374987643,-0.08706701152,11.68225834,-0.0631726772,-6.121864644
BMW,120D XDRIVE,Diesel,4–5,mid,Diesel | 4–5 | mid,190,400,230,6.9,1995,38000,10.54534144,0.2912621359,0.3448275862,1,0.6573426573,0.009900990099,0.3894600859,0.5028708458,1.476183566,0.3406560385,0.1134107599,10.60795425,-0.06261281218,-6.069290845
Nissan,X-Trail Hybrid,Hybrid,4–5,mid,Hybrid | 4–5 | mid,179,207,180,9.4,2000,28500,10.25765937,-0.4197530864,-0.6,-0.3225806452,-0.95,-0.22172949,-0.7119219603,-0.5325161838,0.4907001843,-1.085217004,0.1794057765,10.31912626,-0.06146689519,-5.961592354
Porsche,Panamera GTS Sport Turismo,Petrol,4–5,large,Petrol | 4–5 | large,473,620,300,3.9,4000,136900,11.82700601,-0.1657142857,-0.07054673721,0.6535947712,0.4242424242,0,0.2085077996,0.1434580917,1.231838538,0.1164585189,-0.06504970797,11.88781591,-0.06080990142,-5.899789406
HYUNDAI,Santa Cruz,Petrol,4–5,mid,Petrol | 4–5 | mid,281,400,215,6.5,2500,40799,10.61641285,0.5333333333,0.4836759371,0.08333333333,0.2992125984,-0.5555555556,0.3504618865,0.3321332627,1.419723148,0.2339422747,-0.01832862381,10.67688127,-0.06046842253,-5.867650684
Ford,Explorer (2024),Petrol,6–7,mid,Petrol | 6–7 | mid,400,563,230,5.933,3000,55000,10.91508846,2.467605634,2.134453782,1.616161616,1.308990826,-1.106,1.421147974,1.820283217,4.141872474,0.4394831632,0.3991352425,10.97363896,-0.05855049166,-5.686938104
Kia,K5 GT-Line,Petrol,4–5,mid,Petrol | 4–5 | mid,180,264,220,7.8,1600,29000,10.27505111,-0.14,-0.1741233374,0.1666666667,-0.1102362205,0.4444444444,-0.1420190049,-0.05031635601,0.8676047676,-0.05799455915,0.09170264886,10.33336109,-0.05830998457,-5.664252415
Nissan,Murano,Petrol,4–5,large,Petrol | 4–5 | large,260,325,210,7.5,3500,39000,10.57131693,-0.9771428571,-0.7642563198,-0.522875817,-1.03030303,0.1773521327,-0.5860535203,-0.7966194268,0.5565192485,-1.431431939,-0.2105659064,10.62960246,-0.05828553936,-5.66194633
Ford,Expedition,Petrol,8+,large,Petrol | 8+ | large,400,756.5,180,6.5,5400,75000,11.22524339,1,2.300242131,-0.8909090909,0.8,-0.07407407407,0.401884552,0.7881629043,1.49463877,0.5273266827,0.3862783523,11.28259719,-0.05735380244,-5.574007121
Volkswagen,Golf Variant,Diesel,4–5,mid,Diesel | 4–5 | mid,150,320,220,7.5,2000,32000,10.37349118,-0.2265372168,-0.2068965517,0.8,0.4895104895,0,-0.01839832234,0.1372347617,0.9817698936,0.139783021,0.155633084,10.43054817,-0.05705699155,-5.545976298
Kia,Carnival MPV EX,Petrol,8+,large,Petrol | 8+ | large,290,355,220,8,3500,43500,10.68051622,-1.444444444,-1.588377724,0.5636363636,-0.7,1.333333333,-0.9778714993,-0.783837161,0.3761107996,-2.08405917,0.1940343384,10.73746395,-0.05694772854,-5.535655403
Chevrolet,Malibu LT,Petrol,4–5,mid,Petrol | 4–5 | mid,160,250,210,8.5,1500,25800,10.15812977,-0.2733333333,-0.2418379686,0,-0.3307086614,0.5555555556,-0.3107008395,-0.1823982149,0.7329331077,-0.2488606572,0.1283026246,10.21472381,-0.05659403911,-5.502238454
Kia,Soul S,Petrol,4–5,mid,Petrol | 4–5 | mid,147,179,190,9.5,2000,20500,9.928180165,-0.36,-0.5852478839,-0.3333333333,-0.6456692913,0,-0.6424479954,-0.4388501017,0.5260031933,-0.8343107177,0.2035978937,9.984376089,-0.05619592368,-5.464609947
TOYOTA,CROWN,Hybrid,4–5,mid,Hybrid | 4–5 | mid,236,400,200,7.6,2494,38400,10.55581274,-0.06790123457,0.1568627451,0,-0.05,-0.7694013304,-0.12825239,-0.0408629496,0.879631341,-0.04645463127,0.08738944038,10.61199572,-0.05618298013,-5.463386315
Nissan,NV350 Caravan,Diesel,8+,mid,Diesel | 8+ | mid,129.02,356,155,12.5,2500,28000,10.23995979,-0.08333333333,0,0,0,0,0,-0.02916666667,1,-0.02916666667,-0.02916666667,10.29569445,-0.05573465984,-5.420994131
NISSAN,ROGUE,Petrol,4–5,mid,Petrol | 4–5 | mid,201,270,200,7.5,2488,28000,10.23995979,0,-0.1451027811,-0.1666666667,-0.0157480315,-0.5422222222,-0.1926450779,-0.09261460697,0.8247746529,-0.1122908017,0.100030471,10.29536837,-0.05540858052,-5.390148845
KIA,SPORTAGE 2024(BASE MODEL),Petrol,4–5,mid,Petrol | 4–5 | mid,187,250,200,8,2480,26000,10.16585182,-0.09333333333,-0.2418379686,-0.1666666667,-0.1732283465,-0.5333333333,-0.2995602819,-0.1756799297,0.7411440435,-0.2370388472,0.1238803522,10.22075824,-0.05490642587,-5.342628137
TOYOTA,INNOVA HYCROSS,Hybrid,6–7,mid,Hybrid | 6–7 | mid,187.44,256.32,166.2,9.42,2000,40200,10.60162227,-0.5733333333,-1.993333333,-1.69,-7.6,0,-4.255400552,-2.457333333,0.01418740681,-173.2052493,1.798067219,10.65589766,-0.05427538132,-5.282876269
LAMBORGHINI,HURACAN EVO,Petrol,2,large,Petrol | 2 | large,640,600,325,2.9,5204,261000,12.47227569,0,-0.433604336,0,0.125,0,-0.04666570502,-0.06172086721,0.9544063975,-0.06466937708,-0.01505516219,12.52583365,-0.05355796055,-5.214899855
GMC,Yukon XL Denali Reserve,Petrol,6–7,large,Petrol | 6–7 | large,420,624,210,6,6200,82000,11.31447453,1.009174312,0.865,0.25,1.25,-0.95,0.8366498314,0.7787110092,2.308619741,0.3373058782,-0.05793882221,11.36728762,-0.05281308909,-5.144270837
Kia,Seltos SX,Petrol,4–5,mid,Petrol | 4–5 | mid,175,264,210,7.5,1600,28500,10.25765937,-0.1733333333,-0.1741233374,0,-0.0157480315,0.4444444444,-0.1671099858,-0.07641871822,0.8461065465,-0.09031807936,0.09069126762,10.30991568,-0.0522563172,-5.091443129
MERCEDES,BENZ E-CLASS E 450,Petrol,4–5,mid,Petrol | 4–5 | mid,362,500,250,5.2,2996,62000,11.03488966,1.073333333,0.9673518742,0.6666666667,0.7086614173,-1.106666667,0.9541963104,0.788869325,2.596582897,0.303810568,-0.1653269854,11.0871263,-0.05223663546,-5.089575146
Mazda,Sentia,Petrol,4–5,mid,Petrol | 4–5 | mid,200,265,200,9,3000,25000,10.1266311,-0.006666666667,-0.169286578,-0.1666666667,-0.4881889764,-1.111111111,-0.3561438102,-0.2227173331,0.7003718924,-0.317998674,0.1334264771,10.17850876,-0.05187765969,-5.055498487
Volkswagen,Tiguan R-Line,Petrol,4–5,mid,Petrol | 4–5 | mid,210,420,250,4.9,2000,45000,10.71441777,0.06,0.5804111245,0.6666666667,0.8031496063,0,0.4918530963,0.4310454795,1.635343864,0.2635809441,-0.06080761683,10.76572524,-0.0513074741,-5.001347064
Ford,Transit Custom,Diesel,2,mid,Diesel | 2 | mid,130,385,160,12.5,2000,35000,10.46310334,-0.5,0,0,0,0,-0.4161557074,-0.175,0.6595775614,-0.2653213363,0.2411557074,10.51380408,-0.05070074416,-4.943691047
